gene,SW48-48h-12b1_Read_Count,SW48-48h-12b2_Read_Count,SW48-48h-12b3_Read_Count,SW48-48h-C1_Read_Count,SW48-48h-C2_Read_Count,SW48-48h-C3_Read_Count
BLZF1,1191,903,874,929,1020,817
LGR5,914,771,691,1043,1008,915
MAPKAPK5,3511,2761,2772,3073,3239,2637
INE2,1,1,0,0,0,0
INE1,139,76,117,133,126,112
BHLHE40,1490,1259,1362,1918,1970,1828
PIAS1,3733,2989,2852,2715,2997,2479
CDC14B,4975,4007,3988,4148,4326,3539
CDC14A,1080,836,886,1077,1034,885
TCAP,27,27,38,17,28,23
CDK10,3803,3055,3106,3008,3269,2952
PRPF18,2732,2359,2358,2187,2460,1992
DEGS1,2624,2141,1903,2365,2311,1998
DENR,8830,6671,6307,8203,8429,6863
THOC5,4469,3865,3720,3432,3827,3292
KMO,0,0,0,0,0,0
YARS1,12526,10370,9583,10414,11139,9712
PDXK,13855,12408,12186,11735,12976,11290
MADD,7994,6944,6564,6316,6595,5778
RRP1,2159,1992,1770,2095,2229,2093
MKNK1,2216,1814,1665,1798,1796,1663
KHSRP,20568,17816,16391,19469,21237,18980
PDLIM4,88,92,67,91,55,70
CASK,5432,4388,4153,4653,4896,4117
AKR7A2,3559,3057,3152,3342,3688,3239
PRKRA,3118,2645,2473,2530,2682,2207
STK16,1475,1300,1131,1124,1119,1118
TMEFF1,0,34,0,0,5,4
SCARF1,261,232,219,245,252,204
LY6D,0,3,0,0,0,9
OR7E2P,3,2,0,0,0,0
OR6A2,3,0,0,0,0,2
TNFSF11,0,0,0,3,0,0
RGS20,0,0,0,4,11,6
NOP14,5740,4942,4550,4952,5418,4674
FAM193A,2416,2275,2173,2147,2245,1991
SLC25A12,2719,2254,2111,2427,2700,2267
PLA2G4C,62,39,43,41,40,58
RUVBL1,2464,2001,1662,3355,3465,3046
RDH16,80,59,65,30,45,67
KLF7,4,0,8,3,4,6
PLPP1,631,543,502,460,512,416
PLPP2,6749,5639,5328,5171,5504,4849
PLPP3,512,424,368,370,417,399
STC2,8,0,2,11,8,4
USO1,9357,6933,6668,7344,7858,6085
CADPS,0,0,0,0,0,0
NPFF,37,31,41,60,32,27
CDK13,6574,5572,5264,5932,6237,5203
PDE8B,106,82,69,74,89,72
ASMTL,2059,1852,1806,1724,1650,1573
PSMG1,1767,1362,1238,1838,1991,1585
RFXANK,1684,1513,1408,1744,1744,1675
TP63,10,6,6,3,7,3
JRK,4193,3798,3595,3296,3530,2977
HSD17B6,112,74,64,89,80,66
SKAP1,5374,4360,4251,3589,4133,3418
DNAH17,0,0,8,0,0,3
UNC5C,0,0,0,0,0,0
RTCA,3506,2831,2680,2578,2919,2253
RNASET2,3674,2863,3033,2732,3071,2618
SSNA1,1710,1636,1378,1525,1584,1484
EIF4EBP3,84,132,108,114,137,101
OASL,60,73,84,47,73,56
AOC3,346,263,296,244,260,239
PCDHGB4,0,7,2,2,4,3
DCHS1,159,124,97,155,182,180
PTCH2,91,60,83,81,80,42
AKR1C3,108,55,69,98,110,62
KCNK5,640,555,493,619,627,670
CHRD,1044,890,867,754,800,699
ABCB11,0,0,0,0,0,3
NCOA1,2531,2230,2090,2447,2563,2231
LAMTOR3,1369,1068,1009,1109,1110,988
NUMB,5708,4824,4645,5006,5407,4677
SOCS1,12,19,12,11,25,14
DDX3Y,0,0,0,0,0,0
PDE5A,889,715,655,713,761,561
DYNLL1,5003,4424,4067,6080,6760,5562
TNKS,7585,6171,6019,5339,5486,4777
ALDH4A1,3094,2787,2597,2616,2715,2483
IRS2,7641,6254,6437,5182,5206,4850
EIF3A,40829,33362,31220,27178,30668,25275
EIF3B,19282,16906,15609,17374,19084,16402
EIF3C,18974,16980,15659,16839,18261,15869
EIF3D,18533,15832,14770,12863,13583,12174
EIF3F,10276,8715,8566,7506,7824,6940
EIF3G,7030,6104,5654,5056,5060,4575
EIF3H,13741,11471,10920,10192,10559,9203
EIF3I,10157,8640,8014,8997,9545,8350
EIF3J,4934,3761,3658,4562,4930,3791
SLC4A4,77,44,44,63,44,60
EIF4G3,5558,4368,4254,4782,5246,4460
VAMP8,1348,1133,1084,1299,1370,1217
VAMP4,1109,986,878,779,775,640
STX16,10840,8621,8561,8527,8610,7117
STX11,0,0,0,0,0,0
STX10,3567,3132,3057,3021,3121,3114
BECN1,3427,2950,2727,3090,3125,2605
JMJD7-PLA2G4B,1266,1634,1455,1734,752,1167
PEA15,2745,2418,2086,2471,2715,2334
SRSF9,7344,6467,5810,7649,7860,6896
MARCO,259,230,237,263,250,283
KRT41P,0,0,0,0,0,0
KRT38,0,0,0,0,0,2
KRT37,9,6,5,12,0,2
KRT36,60,42,27,52,55,59
JRKL,923,734,734,884,936,819
HYAL2,3173,2892,2678,3314,3539,3231
GALNT4,746,735,677,808,903,497
DGAT1,2563,2296,2344,1855,2035,1861
CDC23,3698,2934,2790,2916,3137,2567
S1PR4,0,0,0,0,2,0
DNAH11,2,1,1,5,3,1
B4GALT4,1781,1380,1302,1398,1371,1155
B4GALT3,4741,3825,3607,3195,3643,3070
B4GALT2,4015,3458,3209,3610,3863,3407
B3GALT4,169,164,96,148,126,98
B3GALNT1,0,0,0,3,0,0
B3GALT2,0,0,0,0,0,0
B3GALT1,0,0,0,0,0,0
SERPINB7,0,0,0,0,0,0
TNK1,1036,870,896,1105,982,983
PAGE1,0,0,0,0,0,0
ABCC3,3595,3226,3197,3440,3454,3391
NOL4,2,0,0,0,0,0
TRADD,330,275,272,373,392,285
TNFRSF25,2179,1875,1972,1718,1896,1776
MBTPS1,9830,8278,8133,8207,8566,7668
EDF1,5650,5199,4481,5792,5973,5604
CTSF,0,0,0,0,0,0
SNX4,1605,1457,1222,1255,1258,1169
SNX3,6138,4669,4582,4481,4787,4339
URI1,6373,4692,4550,4691,5011,4212
EED,1485,1208,1048,1444,1414,1212
CTNNAL1,3611,2816,2536,3754,3856,3144
ADAM19,1173,995,1016,1052,1203,1132
GBF1,6400,5751,5362,6183,6846,5957
RNMT,7017,5974,5534,6157,6339,5162
RNGTT,3485,2774,2622,3124,3393,2775
GPAA1,1719,1472,1431,2027,2226,2022
MYH13,0,0,0,0,0,0
MYOM1,200,169,158,230,245,172
RIPK1,2505,2177,1826,2097,2112,1941
CRADD,361,288,260,310,320,305
HRK,4,4,0,0,4,0
TNFSF14,4,2,2,4,0,0
TNFSF13,66,160,72,58,52,37
TNFSF12,1547,1358,1347,972,947,896
TNFSF10,5,8,5,0,6,0
TNFSF9,711,606,641,490,632,490
ADAM23,0,0,0,0,0,0
ADAM21,63,72,33,57,82,69
ADAM20,27,25,27,29,16,16
ADAM18,0,0,0,0,0,0
ADAM15,13129,11801,10964,12268,13261,11932
ADAM9,4890,4239,3734,4921,4806,3943
ADAM6,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0
CDS2,6140,5157,4969,4869,5098,4412
PABPC4,9389,8092,7772,6346,7064,6035
CD164,13622,10892,10226,12205,12254,9893
TNFRSF14,21,16,32,31,18,20
RAB11A,6821,5511,5319,6664,6591,5463
RIPK2,2117,1664,1655,1676,1689,1378
TNFRSF6B,18,39,30,15,11,17
FADD,912,772,815,1152,1062,998
SNAP23,2365,1859,1817,1717,1758,1439
NAPG,31687,24997,23981,24694,26322,20804
NAPA,2945,2477,2194,2254,2491,2268
MTMR1,2566,2143,1987,2361,2550,2250
MPDZ,0,0,0,0,0,0
SIGLEC5,0,0,0,0,0,0
RIOK3,4007,3158,3002,3634,3534,2951
PSPHP1,0,0,0,0,0,0
TNFRSF18,4,0,0,0,2,0
MATN4,23,13,10,22,18,21
RGS11,3,3,0,0,0,0
RGS9,682,482,536,394,346,364
DLK1,0,0,0,2,0,0
FBP2,0,0,0,0,0,0
FPGT,852,795,734,825,847,673
TNFRSF11A,1346,1063,1033,984,1100,928
TNFRSF10D,2461,2086,2046,1738,1920,1742
TNFRSF10C,0,0,8,0,0,0
TNFRSF10B,12592,10656,9895,11466,11660,9989
SCEL,8,10,13,0,5,4
TNFRSF10A,1808,1687,1430,1660,1786,1496
DYRK4,1787,1616,1504,1703,1844,1569
PEX11B,1849,1661,1450,1313,1496,1230
PEX11A,837,703,613,642,659,548
SUCLG2,3683,2781,2704,3173,3419,2653
SUCLG1,3127,2640,2465,3256,3117,2690
SUCLA2,3647,2937,2695,3670,3968,2959
CREG1,5240,4272,4101,4318,4549,3815
TRIM24,3077,2543,2320,2906,3023,2500
IL18RAP,0,3,4,0,4,2
IL1RL2,331,262,278,308,369,309
IL18R1,121,103,109,126,122,118
GALR2,0,0,6,0,2,0
CCNK,3804,2977,3082,3585,3499,3232
DPM1,2355,1828,1658,2110,2242,1796
CDKL1,1023,880,843,1337,1189,981
BANF1,3822,3376,3125,3623,3755,3412
DCAF5,6319,5484,5212,5207,5691,4982
FGF18,109,99,74,76,118,90
DPM2,2042,1888,1714,2128,2179,1945
SAP30,908,851,724,1130,1003,873
HESX1,668,466,432,353,426,371
INPP4B,21,19,20,5,13,10
FGF17,10,6,7,6,8,8
FGF16,0,0,0,0,0,0
CES2,3274,2885,2832,3199,3292,2992
LIN7A,0,0,0,0,0,0
IQGAP1,19676,16157,15614,18050,19222,15844
NRP2,512,422,388,585,559,525
NRP1,32,29,10,38,46,25
SYNGAP1,1758,1410,1420,1644,1781,1781
CD84,0,0,0,0,0,0
GMPS,9397,7259,7158,8712,9171,7455
TMEM11,1262,1123,1000,1242,1238,1086
SOCS2,574,462,408,456,500,394
GGH,5071,4146,3739,4143,4374,3448
CFLAR,3151,2596,2404,2236,2380,2106
CCN6,6,8,7,0,8,5
CCN5,0,0,0,0,0,0
CCN4,0,0,0,0,0,0
HDAC3,5698,4785,4491,4565,4776,4294
PROM1,3974,3283,3043,3603,3885,3181
HCAR3,0,0,0,0,0,0
KSR1,1135,1046,1061,991,1003,887
ALKBH1,1375,1282,1047,1219,1277,1072
DLEU2,604,482,462,519,532,396
TSC22D1,79426,63254,59950,69494,72040,62104
KAT2B,800,610,556,641,763,636
CDK5R1,1692,1351,1311,1207,1214,1116
AKAP4,3,0,0,0,0,0
ASAP2,4487,3593,3557,3280,3737,3163
ALDH1A2,0,0,0,0,0,0
NR1I2,0,0,0,0,0,0
FCGBP,257,252,278,282,284,276
PROZ,2,1,0,0,0,0
STK19,622,517,501,434,472,409
LDB1,4364,3869,3863,3760,3988,3671
APLN,337,337,256,442,524,456
PER3,1483,1271,1252,1301,1446,1151
PER2,554,476,492,658,594,551
SYNJ1,1189,901,824,1087,1118,1006
ST3GAL5,553,425,410,594,531,534
IER3,78013,61114,57294,54874,56212,51976
SYNJ2,5677,4492,4475,4219,4334,3763
CDC123,4205,3403,3132,4244,4474,3796
ARHGEF7,6833,5356,5289,4915,5366,4757
VNN2,0,0,0,0,0,0
VNN1,0,0,0,0,0,0
SPHK1,1385,1289,1176,1227,1241,1077
SQSTM1,21540,18354,17458,16289,17613,15336
SGPL1,16011,13605,12887,13137,13901,11361
FUBP1,6683,5232,5022,6461,6866,5626
CDC16,4783,3752,3745,3414,3544,2991
ZPR1,3004,2652,2407,2667,2778,2482
NAE1,5200,3902,3630,4851,4782,3944
SLC5A6,2419,2089,1820,2163,2373,2187
DDX18,5744,4506,4086,5596,6188,4706
TAX1BP1,12881,9915,9414,10186,10874,8707
MCM3AP,10237,8913,8249,8988,9472,8377
EIF2B4,1469,1322,1298,1400,1488,1235
EIF2B3,981,684,693,883,1081,916
EIF2B2,2902,2561,2441,2591,2818,2579
EIF2B5,3578,2916,2806,2995,3307,3018
EIF2S2,12768,9535,9316,9182,9465,7844
CPNE3,8702,6785,6514,7342,7633,6123
BUD31,4615,3619,3174,3515,3707,3109
MTMR3,5406,4897,4653,4054,4261,3580
MTMR2,2915,2232,2174,2482,2729,2321
PRPF4B,6694,5104,4957,5382,5981,4519
CCNA1,0,0,0,0,0,0
CPNE1,4652,4194,3743,3315,3554,3209
AP1S2,1797,1177,1193,1632,1555,1238
AP1G2,4481,3803,4022,3664,4311,3948
AP1M1,2715,2412,2253,2036,2245,2025
GYG2,0,0,0,0,0,0
ENDOU,14,0,0,5,0,9
SGCE,0,0,0,0,0,0
CACNA1I,10,11,9,0,14,16
CACNA1H,0,0,0,7,11,0
CACNA1G,49,62,51,52,57,50
TIMELESS,5293,4635,4033,6001,6607,5300
BCL10,1757,1374,1214,1583,1623,1291
HERC3,1331,1192,1130,1179,1204,1052
HERC2P1,4,7,7,11,2,8
HERC2P6,5,6,4,3,5,3
HERC2,10043,9741,8839,9416,10616,9394
HERC1,4855,4321,4076,3997,4392,3685
SNURF,0,0,0,0,0,0
BSN,812,756,762,708,878,727
FOXH1,10,22,21,21,28,8
PHOX2B,0,0,0,0,0,0
MBD4,3072,2368,2417,2336,2541,2059
MBD2,3885,2898,2842,3475,3798,3086
RTL8C,0,0,0,0,0,0
RAB29,2419,1929,1719,2210,2206,1809
SKAP2,2646,2143,1852,2552,2447,1953
WASF1,1276,1094,1065,1133,1219,1006
BAIAP3,261,243,235,215,255,185
FUBP3,5662,4575,4345,5207,5460,4454
TOP3B,1899,1717,1680,1565,1698,1506
CDK5R2,0,0,0,0,0,0
KYNU,0,0,0,0,0,2
AP3D1,9818,8806,8600,8387,8906,8284
SNORD73A,1,1,1,1,1,1
BTRC,2867,2376,2170,2306,2406,2021
H3C7,2,10,6,4,4,5
H2AC11,95,56,64,73,58,48
H2BC11,38,41,51,24,26,18
H1-10,11138,9655,9903,9039,9938,8909
MGAM,34,27,25,13,21,20
CHRNA6,0,0,0,0,0,0
P4HA2,9101,7895,7727,7261,7636,7096
USP13,4995,4232,3904,4282,4717,3700
WASL,7213,5712,5396,5546,5693,4595
PLOD3,9691,8364,8203,7603,8292,7497
RPS6KA4,4486,4200,3703,4742,5003,4521
STBD1,292,254,301,134,579,324
HSPB3,0,0,0,0,0,0
TRPA1,0,0,0,0,0,0
SELENBP1,11,0,0,10,4,16
ATP6V0E1,2519,2232,2029,2244,2286,2099
PGLYRP1,0,2,0,0,0,0
LIMD1,5591,4710,4620,5186,5530,4595
TNFSF18,507,360,324,392,355,268
NOL3,1141,1012,1032,917,1067,926
KALRN,132,103,105,181,204,172
CDKL2,0,0,0,0,0,0
HAP1,10,8,9,4,16,4
F2RL3,0,0,0,0,0,0
TAF1C,3260,2736,2680,2871,3183,2610
TAF1B,1201,960,851,1005,1127,857
TAF1A,632,475,432,502,560,425
SLC25A14,872,653,567,684,709,546
MPZL1,7507,6372,5833,6715,7346,6067
MAP3K14,1012,997,909,1246,1182,1066
SOCS3,580,506,545,439,369,344
CLIC3,83,59,85,127,132,94
CH25H,0,0,0,0,0,0
BRSK2,1785,1592,1566,1502,1619,1462
RNF8,1992,1663,1452,1902,2049,1773
HIP1R,3264,2892,2726,2885,2939,2727
NAT8,0,0,0,0,0,0
RHBDL1,956,904,895,910,1028,924
BAZ1B,21800,18114,16871,19556,21845,18057
TM4SF5,0,0,0,4,5,0
PKD2L1,4,0,8,0,8,7
CCRL2,0,0,0,0,0,0
SEMA5A,0,0,0,0,0,0
TAAR5,0,0,0,0,0,0
UBA3,2554,1986,1893,2311,2365,1905
UBE2M,3559,3099,2865,3290,3546,3169
SPAG9,11347,9503,9020,8695,9048,7749
BTAF1,12185,9557,9915,8496,9337,7696
RPL14,32704,26766,25701,23695,24993,21717
DOK2,0,3,0,0,0,0
SH2D2A,249,198,180,324,272,308
ARTN,38,32,31,47,52,46
AIP,3857,3601,3404,3011,3084,2908
PSTPIP2,11,7,5,0,0,5
PSTPIP1,0,0,0,0,0,0
GPRC5A,16117,12637,13035,10606,10454,9698
MAP7,4256,3496,3591,3200,3459,2942
NFS1,2992,2386,2347,2431,2489,2086
PRC1,10835,9010,8172,9092,9941,8384
SLC7A7,17,21,12,6,12,14
SLC7A6,6090,4945,4813,5387,5548,5081
SLC13A2,0,0,0,0,0,0
PAPSS2,238,204,242,223,217,203
PAPSS1,7572,5904,5761,5810,5969,5245
PIAS2,8656,6660,6824,6650,6899,5445
MAP3K6,893,778,762,890,1046,953
SYT7,2820,2609,2614,2223,2560,2332
ANGPTL1,0,0,0,0,0,0
CLDN12,5112,3930,3777,3445,3548,3016
ASH2L,3638,2964,2790,2554,2743,2473
CLDN10,0,0,0,0,0,0
CLDN8,2,0,0,0,0,0
CLDN6,17,17,16,26,22,35
CLDN2,753,659,599,889,1078,834
CLDN1,116,77,98,83,63,64
DIRAS3,0,4,11,6,19,5
LDB2,0,0,0,0,0,0
CLDN9,70,32,65,52,53,52
PRY,0,0,0,0,0,0
XKRY,0,0,0,0,0,0
BPY2,0,0,0,0,0,0
VCY,0,0,0,0,0,0
CDY1,0,0,0,0,0,0
EIF1AY,0,0,0,0,0,0
TMSB4Y,0,0,0,0,0,0
PKMYT1,3124,3018,2590,3429,3649,3420
PIGQ,2780,2576,2311,2686,2672,2530
SART1,2817,2533,2332,2860,2967,2786
DNAJA3,5468,4776,4296,5754,6274,5386
UNC119,3029,2422,2545,2158,2493,2178
TBX19,307,242,225,230,260,238
TBX18,0,0,0,0,0,0
USP14,15004,12045,10977,13655,14169,11095
USP6,10,13,13,7,0,8
USP2,250,265,223,156,151,155
USP10,6146,5153,4718,5703,6079,5135
USP8,5739,4580,4383,4919,5439,4388
FCGR2C,0,0,0,0,0,0
RGN,3,5,0,0,0,5
MTMR6,2854,2204,2109,2541,2698,2047
MTMR7,0,0,0,0,14,0
MTMR4,6384,5415,4999,4643,4788,4195
NMI,641,544,503,570,622,510
MTA1,18162,15855,15107,12927,14335,13388
LATS1,2964,2410,2399,2530,2643,2139
ATP6V0D1,1943,2055,1676,2125,2364,2084
SEC22C,3748,2934,2801,3256,3253,2845
INA,0,0,0,0,0,0
KRT75,0,0,0,0,0,0
SLC16A6,743,641,533,767,741,612
SLC16A5,0,0,0,4,0,0
SLC16A4,971,745,785,627,624,512
SLC16A3,3256,2944,3047,4150,4266,3995
PDLIM1,1108,884,845,771,777,717
CNOT9,4883,4081,3737,4470,4780,3956
SMC3,7636,6097,5363,6958,8020,6106
P2RX6,11,19,14,16,19,8
PRPF4,3720,3001,2823,3559,3646,3175
PRPF3,2562,2048,2080,2366,2476,2142
FAM50A,2585,2088,2053,2311,2511,2221
AIFM1,3133,2651,2370,3308,3664,2994
KCNQ4,1052,893,901,727,855,763
CCNB2,3352,3038,2714,3263,3585,3047
CCNE2,1214,1086,943,1377,1505,1238
RABEP1,7882,5998,5336,7065,7525,6381
RRP9,943,1001,855,1305,1413,1092
ARHGEF1,7658,6937,6852,5790,6026,5755
CBFA2T2,2803,2418,2282,2292,2414,2096
ATG12,3397,2602,2436,2505,2542,2092
PDCD5,3381,2527,2437,2851,2952,2435
SYNGR3,529,427,510,291,335,305
SYNGR2,5532,4736,4782,5315,5742,5462
SYNGR1,0,0,0,0,0,0
HGS,6077,5334,5274,6016,6421,5908
NEMF,5975,4378,4184,5612,5844,4861
NEURL1,229,253,252,258,264,257
DYRK1B,1385,1200,1265,722,785,823
CTDP1,4051,3440,3311,3176,3373,3022
SLC6A5,0,0,0,0,0,0
SLC28A2,0,0,0,0,0,0
SLC28A1,0,0,0,0,0,0
EXO1,2878,2366,2005,3306,3450,2615
FIBP,3655,3150,3184,3840,3893,3618
PCSK7,2124,1884,1918,2038,2176,2018
DGKI,0,0,3,2,0,0
EBAG9,895,668,643,813,799,776
COX7A2L,3801,3085,3015,2771,3016,2492
TMSB10,86565,72830,71844,64992,66113,62097
SCAF11,8032,6477,5626,6103,6552,5056
LPAR2,1203,1161,1080,998,1170,1123
MYOM2,614,498,468,364,484,417
IL1RL1,0,0,0,0,0,2
MAP3K13,2508,1741,1690,1728,1853,1650
HTR3B,0,0,0,2,0,0
AP4M1,1717,1410,1455,1455,1331,1255
OSMR,0,2,0,0,0,0
ARHGEF2,8166,6688,7048,5694,5918,5376
RASSF9,0,0,0,0,0,0
ZW10,1523,1255,1169,1638,1824,1433
BUB3,10981,9201,8307,8816,9363,8063
REPS2,1061,833,777,774,860,705
SLC24A1,1324,1210,1191,1070,1196,1029
DDX21,27096,21263,19561,22262,23552,18486
ZBED1,1221,1146,978,1052,1227,973
DEDD,3094,2465,2523,2555,2555,2292
SLC16A7,0,0,0,0,0,0
KCNAB3,146,135,126,167,179,184
SLC33A1,1981,1464,1462,1728,1840,1552
HACD1,402,315,354,311,334,295
DCLK1,58605,47676,44469,60856,62517,52591
ZMYM4,4848,4085,3463,4051,4365,3697
ZMYM3,4406,3787,3614,3622,3887,3359
ZMYM6,1628,1253,1367,1066,1269,1052
ZMYM5,1077,778,836,810,926,683
RAD17P2,0,0,0,0,0,0
RAD17P1,0,0,0,0,0,0
LRRFIP1,5175,4165,4027,4189,4223,3441
LRRFIP2,2741,2222,2153,2580,2705,2345
BMP15,0,0,0,0,0,0
LGI1,0,3,0,0,0,0
AURKB,2797,2261,2279,2857,3077,2628
XPR1,4289,3654,3267,3638,3746,2955
FCMR,14,0,6,10,15,20
LARGE1,2137,1895,1659,1836,1968,1657
VAPB,3881,3193,3307,3697,3967,3221
VAPA,14547,11655,10998,11774,12781,10307
MTA2,9334,8190,7632,9835,10433,8906
TIAF1,12,31,9,16,22,9
NOLC1,14451,11627,11015,15045,15598,13014
MAGI1,1337,1177,1107,1009,1237,1029
LRAT,5,0,0,5,6,0
DLGAP2,10,1,9,2,2,6
DLGAP1,17,17,20,25,43,30
RAB11B,4785,4426,4218,4002,4332,4104
DLG5,17114,15397,14610,12812,13979,12680
PTTG1,2532,2094,1926,2734,2970,2375
IL32,1344,1207,1165,1648,1842,1557
CCPG1,6861,5187,4836,4610,4776,3839
TBRG4,5789,5231,4684,6109,6549,5735
PNMA1,5170,4414,4084,4689,4881,4234
NOG,0,0,0,0,0,0
MSC,0,0,0,0,0,0
CRLF1,32,27,20,45,31,44
GCNT3,6,4,0,0,8,10
UBE2L6,2414,2240,2008,1850,2120,1943
GCM2,0,0,0,0,0,0
GPR50,21,15,24,22,27,24
DHRS3,537,468,414,419,415,438
RPS6KA5,3909,2820,3190,2504,2651,2141
NUMBL,3344,3077,3024,2907,3223,2856
CACNA2D2,53,62,73,35,94,27
AIMP1,2406,1873,1734,2335,2285,1885
TSPOAP1,34,36,43,96,90,75
MFHAS1,10499,8930,8513,6884,7133,6317
PDLIM7,3719,3329,3241,3201,3282,3230
MAPKAPK2,6244,5381,5299,4466,4720,4118
STK17B,1811,1476,1513,1540,1657,1358
STK17A,1454,858,894,1117,1166,1001
CYTH3,5397,4400,4257,3524,3854,3178
CYTH2,5050,4298,4246,4199,4495,4111
CYTH1,2487,2093,1763,1869,2056,1632
ITGB1BP1,2867,2519,2219,2968,2823,2591
PIWIL1,10,14,19,18,17,15
BCL7C,2457,2079,1829,2197,2668,2248
BCL7B,4439,3763,3695,3045,3324,3105
COPB2,9692,7654,7626,9037,9516,7955
WDR46,2087,1786,1694,2211,2346,2044
ZBTB22,1276,1099,1099,790,836,761
MED14,5795,4804,4772,5289,5846,4759
GPR37L1,2,0,0,5,9,4
NPIPA1,45,40,44,50,66,58
TAAR2,0,0,0,0,0,0
TAAR3P,0,0,0,0,0,0
ADGRG1,68,53,45,58,66,33
GPR55,576,461,487,484,477,449
GPR52,6,1,0,1,5,6
S1PR2,893,800,712,792,947,830
SRSF11,22076,16972,16703,15834,16735,13604
ATP6V1F,4293,3868,3629,3956,4058,3605
SNORD29,65,44,49,51,62,48
SNORD31,79,55,51,61,63,48
SNORD30,27,31,23,18,29,19
SNORD28,24,20,23,22,35,24
SNORD27,35,25,20,22,30,28
SNORD26,44,26,22,33,29,25
SNORD25,1,1,1,1,1,1
SNORD22,170,134,111,160,171,101
SOCS6,12338,10054,9209,9006,9199,7312
CD83,1793,1534,1208,1561,1788,1497
ZNF235,0,0,0,0,0,0
ASIC3,201,201,197,220,292,317
KCNB2,205,143,116,184,253,183
MMP20,19,14,6,4,8,8
KLF4,12528,10646,9834,13441,14400,12877
NREP,384,274,239,205,269,211
PTER,1410,1259,982,1365,1448,1142
COPS2,3853,2780,2670,2466,2719,2100
TRIP13,2207,1780,1723,2291,2468,2096
TRIP12,11120,9704,8560,10182,10967,9203
TRIP11,4631,3598,3523,4578,4971,4101
TRIP10,4719,3796,3817,3172,3519,3165
HMGN3,9468,7337,7263,6615,7123,6121
TRIP4,1158,890,795,928,1044,805
ZNHIT3,1969,1662,1496,1489,1535,1211
GTF3C5,6638,5951,5439,5238,5405,4833
GTF3C4,4061,3342,2993,3675,3889,3182
GTF3C3,4821,3762,3461,3443,3736,2970
B4GALT6,7063,5258,5197,5038,5077,4097
CD163,0,0,0,0,0,0
TGM5,0,0,0,0,0,0
B4GALT5,7365,6267,5996,6534,6958,5860
CNOT8,5989,4753,4434,5009,5243,4322
TCEAL1,776,660,646,544,529,445
GLP2R,0,0,0,2,0,0
VAMP3,7056,5552,5226,4912,5303,4364
SNAP29,2084,1677,1641,2074,2124,1873
EFTUD2,8163,7032,6585,6763,7172,6087
TAOK2,5312,4793,4677,4989,5547,4917
NDST3,0,0,0,3,0,0
RPL23,34592,28407,27556,24879,26117,23182
CER1,0,0,0,0,0,0
SLC9A3R2,2434,2366,2086,2210,2296,2228
TXNL1,8920,6869,6339,6655,6955,5754
SLIT2,0,0,0,0,0,0
UBE4A,7181,5755,5193,6109,6243,5179
LHX2,0,0,0,0,0,0
SLC22A6,0,0,0,0,0,0
ITGBL1,25,26,30,14,19,13
PPIG,6560,4938,4761,5022,5391,4167
LONP1,16907,15828,14501,15663,16445,14986
CPNE6,0,0,4,2,0,0
RAB33A,15,15,28,8,10,8
RAB28,1654,1261,1177,1330,1404,1122
KL,0,0,0,0,0,0
RAB9BP1,0,0,0,0,0,0
RAB9A,886,698,682,758,750,599
SLC9A3R1,2463,2212,1877,2205,2374,2202
NRXN3,6,0,0,2,4,2
ADIPOQ,4,0,0,0,2,5
KIF3B,3720,3265,2974,3239,3528,3022
ZFYVE9,3950,3473,3230,3021,3459,2741
PLAA,4577,3790,3519,3737,3994,3349
PPT2,1147,964,885,878,963,826
TM9SF2,5907,4829,4314,4942,5391,4327
SLC22A8,0,0,0,0,0,0
COX5A,4411,3744,3632,3543,3952,3524
NRXN1,0,0,0,0,4,0
NRXN2,6,5,9,4,0,0
GRHPR,6673,6008,5370,5407,5739,4903
OTOF,0,0,0,0,0,0
COG1,1569,1300,1361,1228,1189,1058
TSIX,6,10,12,8,19,5
COX6CP1,21,23,31,15,47,27
COX5AP1,0,0,0,0,0,0
COX7CP1,2,3,3,5,5,2
LIPG,656,516,574,453,404,515
SLC22A14,3,0,6,0,3,4
SLC22A13,6,14,9,0,19,5
CIAO1,4082,3491,3108,4381,4377,3645
TGFBRAP1,3294,3020,2762,3026,3233,2734
HS6ST1,3772,3521,3136,3307,3687,3151
NMT2,2201,1823,1673,1628,1865,1556
CD101,62,72,79,62,141,89
STOML1,146,116,119,99,160,162
RECQL5,1528,1233,1397,1329,1521,1416
RECQL4,3945,3725,3520,4601,4903,4503
GRAP2,0,0,0,0,0,1
SELENOF,4510,3404,3120,3820,4016,3338
LPXN,366,349,318,366,340,292
ZRANB2,6198,4509,4706,4641,4882,4091
TMPRSS11D,0,0,0,0,0,0
PEX16,795,703,664,602,670,606
SNRNP40,2812,2320,2279,2638,3019,2536
ARHGAP29,70886,53720,53397,46909,48051,39550
MED21,2020,1755,1666,1728,2038,1602
FAM189A2,0,0,0,0,0,0
TJP2,5354,4364,4425,4353,4643,3974
FADS2,807,737,705,955,1043,876
DDX23,6465,5512,5210,5946,6635,5780
CRIPT,1107,778,848,819,844,669
CYP7B1,0,0,0,0,0,0
HAND1,0,0,0,0,0,0
ZNF264,0,0,0,0,0,0
NTN1,1022,962,954,1043,1154,974
KCNK6,2994,2492,2484,2450,2482,2412
CDYL,2642,2117,1966,2152,2156,1854
CDY2A,0,0,0,0,0,0
