gene,coef,abs_coef
METTL21AP1,0.002030471086967497,0.002030471086967497
VDAC2P2,-0.0020271635498817176,0.0020271635498817176
LOC645433,-0.0020271635498817176,0.0020271635498817176
CCN1,0.001974133834224211,0.001974133834224211
SRM,-0.0019324283923609134,0.0019324283923609134
C16orf86,0.001927880016105153,0.001927880016105153
ACP7,0.0018999894709605827,0.0018999894709605827
RPS7P11,0.0018292880720776122,0.0018292880720776122
ADM,-0.0018078681517515321,0.0018078681517515321
IFITM3,-0.0017957534205122697,0.0017957534205122697
LTBP2,0.001776453269623141,0.001776453269623141
SRMS,0.0017714509502135423,0.0017714509502135423
PSMB10,-0.001764747368171261,0.001764747368171261
MSLN,0.0017169504739089185,0.0017169504739089185
HEPHL1,0.0016713118035890143,0.0016713118035890143
DLEC1,0.0016586235467071285,0.0016586235467071285
TM7SF2,-0.0016515943039584892,0.0016515943039584892
NR1D1,0.0016405040998526425,0.0016405040998526425
LRRC17,-0.0016168638511581638,0.0016168638511581638
CRYAA2,0.0016049514297349586,0.0016049514297349586
LOC105370411,-0.0015916261768964544,0.0015916261768964544
RPL31P55,0.0015693423851849354,0.0015693423851849354
TCAF2C,-0.0015530806086369244,0.0015530806086369244
LOC107985797,0.0015368918531939303,0.0015368918531939303
CORO1A,-0.001515220648204643,0.001515220648204643
HSPB1,-0.0015111030818604659,0.0015111030818604659
KRTAP4-1,0.0015008931374533028,0.0015008931374533028
IDS2,-0.001485814409893113,0.001485814409893113
RNF207,-0.001466049908969206,0.001466049908969206
RBM26-AS1,-0.001461480709696185,0.001461480709696185
DOC2B,0.0014388955264448256,0.0014388955264448256
LOC102723961,-0.0013925446523296839,0.0013925446523296839
HMGB1P16,-0.0013914503260694872,0.0013914503260694872
NUGGC,0.0013896251791287318,0.0013896251791287318
GPS2,-0.0013731854845312156,0.0013731854845312156
LOC105371870,0.0013675852669861107,0.0013675852669861107
PTOV1-AS2,-0.0013575781064534462,0.0013575781064534462
LOC107987057,0.0013537736733013365,0.0013537736733013365
FZD10,-0.0013384942038618365,0.0013384942038618365
